	GA11	GA13	GA17	GA18	GA19	GA20	GA24	GA27	GA28	GA29	GA33	GA35	GA37	GA39	GA40	GA41	GA44	GA45	GA5	GA58	GA59	GA60	GA63	GA65	GA67	GA7	GA71	GA72	GA76	GA77	GA79	GA82	GA83	GA85	GA86	GA87	GA92	GA96	GB101	GB102	GB116	GB118	GB119	GB127	GB128	GB130	GB144	GB147	GB149	GB151	GB155	GB157	GB164	GB165	GB169	GB175	GB178	GB189	GB98	GCDF194	GCDF197	GCDF202	GCDF209	GCDF213	GCDF215	GCDF217	GCDF218	GCDF220	GCDF222	GCDF224	GCDF225	GCDF226	GCDF227	GCDF228	GCDF229	GCDF230	GCDF231	GCDF232	GCDF235	GCDF236	GCDF237	GCDF238	GCDF239	GCDF240	GCDF241	GCDF243	GCDF244	GCDF245	GCDF246	GCDF247	GCDF248	GCDF249	GCDF251	GCDF252	GCDF254	GCDF255	GCDF256	GCDF257	GCDF259	GCDF260	GCDF261	GCDF262	GCDF263	GCDF265	GCDF266	GCDF267	GCDF269	GCDF271	GCDF272	GCDF273	GCDF274	GCDF275	GCDF277	GCDF278	GCDF279	GCDF280	GCDF281	GCDF282	GCDF284	GCDF285	GCDF286
GA11	0	0.051386593204775	0.39921028466483	0.397190082644628	0.096730945821855	0.398126721763085	0.0665381083562902	0.168264462809917	0.169862258953168	0.399265381083563	0.399981634527089	0.168815426997245	0.260569329660239	0.26595041322314	0.401432506887052	0.229623507805326	0.145105601469238	0.161303948576676	0.0486868686868687	0.0889072543617998	0.111588613406795	0.291827364554637	0.160826446280992	0.401010101010101	0.402809917355372	0.0541597796143251	0.119577594123049	0.266648301193756	0.0869421487603306	0.397171717171717	0.404095500459137	0.221524334251607	0.400165289256198	0.171239669421488	0.399669421487603	0.402112029384757	0.374747474747475	0.400257116620753	0.398861340679523	0.399302112029385	0.148411386593205	0.400569329660239	0.396363636363636	0.0462993572084481	0.402056932966024	0.288503213957759	0.182993572084481	0.08633608815427	0.0590817263544536	0.4	0.371864095500459	0.138089990817264	0.380863177226814	0.400752984389348	0.393516988062443	0.378696051423324	0.405417814508723	0.397373737373737	0.236767676767677	0.393902662993572	0.559669421487604	0.403213957759412	0.215610651974288	0.0474380165289257	0.377704315886134	0.0943250688705234	0.249917355371901	0.133149678604224	0.0664279155188246	0.235996326905418	0.125179063360882	0.28139577594123	0.173774104683195	0.272231404958678	0.158971533516988	0.197483930211203	0.190964187327824	0.224591368227732	0.115720844811754	0.0499173553719008	0.227162534435262	0.0848852157943067	0.129954086317723	0.135592286501377	0.130982552800735	0.156106519742883	0.247584940312213	0.152433425160698	0.213039485766759	0.101083562901745	0.149090909090909	0.183489439853076	0.11900826446281	0.16752984389348	0.257134986225895	0.247438016528926	0.115867768595041	0.227052341597796	0.151386593204775	0.158953168044077	0.224370982552801	0.0689990817263545	0.07267217630854	0.131460055096419	0.0599449035812672	0.0949862258953168	0.137337006427916	0.200936639118457	0.104793388429752	0.238879706152433	0.0707988980716253	0.0846648301193756	0.177979797979798	0.214765840220386	0.290560146923783	0.110247933884298	0.208852157943067	0.0506703397612488	0.063544536271809	0.163415977961433	0.22020202020202
GA13	0.051386593204775	0	0.414233241505969	0.414325068870523	0.111570247933884	0.414325068870523	0.0830853994490358	0.183783287419651	0.185087235996327	0.414178145087236	0.416455463728191	0.186023875114784	0.276602387511478	0.282956841138659	0.417373737373737	0.246170798898072	0.16137741046832	0.176528925619835	0.0367493112947658	0.102277318640955	0.123213957759412	0.307217630853995	0.175922865013774	0.417098255280073	0.419155188246097	0.0403489439853076	0.134086317722681	0.281946740128558	0.101910009182736	0.412984389348026	0.420881542699724	0.2366391184573	0.415904499540863	0.187603305785124	0.415426997245179	0.41821854912764	0.3944536271809	0.417190082644628	0.414178145087236	0.415775941230487	0.162920110192838	0.416455463728191	0.41840220385675	0.0411386593204775	0.418457300275482	0.303911845730028	0.197685950413223	0.063030303030303	0.0400734618916437	0.416179981634527	0.387254361799816	0.111790633608815	0.396932966023875	0.417410468319559	0.409715335169881	0.393682277318641	0.422350780532599	0.413700642791552	0.256382001836547	0.409054178145087	0.564536271808999	0.419706152433425	0.232176308539945	0.0377777777777778	0.392984389348026	0.109384756657484	0.266446280991736	0.148337924701561	0.0456014692378329	0.252304866850322	0.140624426078972	0.297998163452709	0.189972451790634	0.288925619834711	0.175794306703398	0.21406795224977	0.207603305785124	0.240073461891644	0.130835629017447	0.0575573921028467	0.243305785123967	0.0620385674931129	0.104279155188246	0.110247933884298	0.145803489439853	0.132764003673095	0.263617998163453	0.167695133149679	0.229403122130395	0.11684113865932	0.165325987144169	0.1978145087236	0.133939393939394	0.182681359044995	0.273737373737374	0.26396694214876	0.130762167125804	0.24356290174472	0.167548209366391	0.175188246097337	0.241010101010101	0.0477869605142332	0.0502479338842975	0.10595041322314	0.071129476584022	0.110945821854913	0.153278236914601	0.216932966023875	0.120422405876951	0.255500459136823	0.0835629017447199	0.0995224977043159	0.194196510560147	0.231147842056933	0.307180899908173	0.0837465564738292	0.225491276400367	0.0562901744719927	0.0761248852157943	0.179063360881543	0.235629017447199
GA17	0.39921028466483	0.414233241505969	0	0.0334618916437098	0.312213039485767	0.0305968778696052	0.362038567493113	0.233774104683196	0.274765840220386	0.0414692378328742	0.0383103764921947	0.249623507805326	0.142093663911846	0.13941230486685	0.0336271808999082	0.176767676767677	0.261487603305785	0.32574839302112	0.410266299357209	0.329678604224059	0.344793388429752	0.110909090909091	0.247346189164371	0.0459320477502296	0.0360330578512397	0.419044995408632	0.284242424242424	0.283544536271809	0.319706152433425	0.0370064279155188	0.0436547291092746	0.182938475665748	0.0351515151515151	0.233223140495868	0.0374839302112029	0.0342699724517906	0.0613957759412305	0.0393388429752066	0.0225528007346189	0.0359963269054178	0.255996326905418	0.0337924701561065	0.0473829201101928	0.395794306703397	0.0395041322314049	0.112543617998163	0.227823691460055	0.464462809917355	0.4267217630854	0.0325436179981635	0.0410835629017447	0.517337006427916	0.0834159779614325	0.0362350780532599	0.0358494031221304	0.0365472910927456	0.0462809917355372	0.0325252525252525	0.169990817263544	0.0484848484848485	0.518383838383838	0.0363085399449036	0.20415059687787	0.399779614325069	0.0431588613406795	0.311056014692378	0.15900826446281	0.287456382001836	0.436400367309458	0.169035812672176	0.281487603305785	0.126060606060606	0.235224977043159	0.133296602387512	0.249348025711662	0.2055463728191	0.215408631772268	0.181414141414141	0.289660238751148	0.368870523415978	0.177337006427916	0.462626262626263	0.508631772268136	0.515665748393021	0.283948576675849	0.537796143250689	0.156749311294766	0.24870523415978	0.21287419651056	0.303507805325987	0.255886134067952	0.226207529843894	0.293829201101928	0.384077134986226	0.1489072543618	0.161285583103765	0.28870523415978	0.189531680440771	0.29783287419651	0.245215794306703	0.181707988980716	0.44238751147842	0.444205693296602	0.509403122130395	0.349715335169881	0.311074380165289	0.267676767676768	0.20297520661157	0.299485766758494	0.168209366391185	0.335169880624426	0.323269054178145	0.22791551882461	0.189770431588613	0.120771349862259	0.488374655647383	0.199228650137741	0.36910927456382	0.348668503213958	0.244132231404959	0.181542699724518
GA18	0.397190082644628	0.414325068870523	0.0334618916437098	0	0.31188246097337	0.0369880624426079	0.362148760330578	0.234141414141414	0.274104683195592	0.059247015610652	0.0491460055096419	0.24989898989899	0.142203856749311	0.138512396694215	0.0415977961432507	0.175996326905418	0.261487603305785	0.324499540863177	0.410266299357209	0.330964187327824	0.345803489439853	0.109035812672176	0.247842056932966	0.0606427915518825	0.0448852157943067	0.419044995408632	0.284040404040404	0.283526170798898	0.32	0.0484113865932048	0.0542883379247016	0.183985307621671	0.0469421487603306	0.232598714416896	0.0362350780532599	0.0400918273645546	0.0704315886134068	0.0475482093663912	0.0314600550964187	0.045564738292011	0.255996326905418	0.0462258953168044	0.0538292011019284	0.395794306703397	0.0501744719926538	0.111864095500459	0.227805325987144	0.464462809917355	0.4267217630854	0.0441138659320477	0.0454178145087236	0.517337006427916	0.0818181818181818	0.0480257116620753	0.0447566574839302	0.0428282828282828	0.0597796143250688	0.0426629935720845	0.167988980716253	0.0520293847566575	0.519191919191919	0.0458769513314968	0.203581267217631	0.399779614325069	0.0513314967860422	0.311606978879706	0.157998163452709	0.287456382001836	0.436400367309458	0.168741965105601	0.281505968778696	0.12534435261708	0.235078053259872	0.132653810835629	0.249568411386593	0.205436179981635	0.215280073461892	0.181322314049587	0.289660238751148	0.368870523415978	0.176914600550964	0.462626262626263	0.508576675849403	0.515665748393021	0.283636363636364	0.535812672176309	0.156712580348944	0.248870523415978	0.212782369146005	0.303507805325987	0.255886134067952	0.226354453627181	0.294674012855831	0.384077134986226	0.148686868686869	0.160844811753903	0.28870523415978	0.189366391184573	0.297741046831956	0.245215794306703	0.181414141414141	0.44238751147842	0.444205693296602	0.509366391184573	0.349660238751148	0.311074380165289	0.268356290174472	0.20297520661157	0.299449035812672	0.166868686868687	0.335206611570248	0.323269054178145	0.227658402203857	0.18969696969697	0.11684113865932	0.488374655647383	0.19842056932966	0.36910927456382	0.348668503213958	0.244132231404959	0.181414141414141
GA19	0.096730945821855	0.111570247933884	0.312213039485767	0.31188246097337	0	0.312488521579431	0.0788062442607897	0.0826629935720845	0.0904499540863177	0.312323232323232	0.31386593204775	0.0851423324150597	0.174765840220386	0.181377410468319	0.315665748393021	0.144517906336088	0.0615610651974288	0.0996877869605142	0.106905417814509	0.0594674012855831	0.0838567493112948	0.205583103764922	0.0804040404040404	0.315573921028466	0.317502295684114	0.114618916437098	0.0478053259871441	0.193590449954086	0.0383471074380165	0.311313131313131	0.319357208448118	0.135739210284665	0.314398530762167	0.0886317722681359	0.313406795224977	0.316749311294766	0.292617079889807	0.315702479338843	0.311808999081726	0.313939393939394	0.0636363636363636	0.314637281910009	0.316730945821855	0.0979063360881543	0.316730945821855	0.20236914600551	0.098989898989899	0.156896235078053	0.123985307621671	0.314600550964187	0.285472910927456	0.209366391184573	0.294325068870523	0.315922865013774	0.30791551882461	0.291625344352617	0.320826446280992	0.312102846648301	0.154839302112029	0.30674012855831	0.559467401285583	0.318034894398531	0.130633608815427	0.101946740128558	0.290817263544536	0.0350229568411387	0.164995408631772	0.0531313131313131	0.130798898071625	0.150725436179982	0.0456749311294766	0.196473829201102	0.0893296602387512	0.187144168962351	0.0762901744719926	0.112800734618916	0.106189164370983	0.138659320477502	0.0413223140495868	0.0731313131313131	0.141707988980716	0.155482093663912	0.201359044995409	0.207235996326905	0.0570247933884298	0.229678604224059	0.16236914600551	0.0694765840220386	0.127933884297521	0.040752984389348	0.0668135904499541	0.0966391184573003	0.0530394857667585	0.137557392102847	0.172451790633609	0.162552800734619	0.0420752984389348	0.14198347107438	0.0839302112029385	0.0745454545454545	0.139504132231405	0.137061524334252	0.140734618916437	0.202222222222222	0.054435261707989	0.0452892561983471	0.0548209366391185	0.115482093663912	0.0410284664830119	0.153976124885216	0.0470707070707071	0.0383838383838384	0.0930394857667585	0.129862258953168	0.205766758494031	0.180752984389348	0.123985307621671	0.0733700642791552	0.0668503213957759	0.0774288337924702	0.134288337924702
GA20	0.398126721763085	0.414325068870523	0.0305968778696052	0.0369880624426079	0.312488521579431	0	0.363911845730028	0.234802571166208	0.27544536271809	0.0363085399449036	0.0312029384756657	0.250027548209366	0.142993572084481	0.139963269054178	0.0281542699724518	0.176326905417814	0.261487603305785	0.326023875114784	0.41028466483012	0.337079889807163	0.351900826446281	0.112506887052342	0.252433425160698	0.0340863177226814	0.0314049586776859	0.419044995408632	0.284646464646465	0.285509641873278	0.320018365472911	0.0276584022038568	0.0339761248852158	0.184499540863177	0.0271625344352617	0.233719008264463	0.0379430670339761	0.0277869605142332	0.0609550045913682	0.0335353535353536	0.0255096418732782	0.0274196510560147	0.255996326905418	0.0260973370064279	0.04277318640955	0.395794306703397	0.0308539944903581	0.11366391184573	0.228595041322314	0.464462809917355	0.4267217630854	0.0251790633608816	0.0413223140495868	0.517337006427916	0.0842240587695133	0.0277685950413223	0.0292194674012856	0.0424058769513315	0.0364921946740129	0.0283746556473829	0.169807162534435	0.056198347107438	0.526593204775023	0.0300642791551882	0.204003673094582	0.399779614325069	0.0470156106519743	0.31168044077135	0.159504132231405	0.287456382001836	0.436271808999082	0.1689072543618	0.281432506887052	0.125987144168962	0.235114784205693	0.134435261707989	0.249219467401286	0.205711662075298	0.215555555555556	0.181359044995409	0.289752066115702	0.368943985307621	0.177520661157025	0.462626262626263	0.508797061524334	0.515665748393021	0.288172635445363	0.536969696969697	0.156804407713499	0.25010101010101	0.213057851239669	0.303507805325987	0.255959595959596	0.228778696051423	0.298530762167126	0.384077134986226	0.148797061524334	0.161046831955923	0.28872359963269	0.18951331496786	0.297741046831956	0.245215794306703	0.181836547291093	0.44238751147842	0.444205693296602	0.509641873278237	0.350468319559229	0.311074380165289	0.268356290174472	0.20315886134068	0.299540863177227	0.16852157943067	0.335280073461892	0.323269054178145	0.227952249770432	0.189715335169881	0.122754820936639	0.488374655647383	0.199228650137741	0.368980716253444	0.348686868686869	0.243709825528007	0.182130394857668
GA24	0.0665381083562902	0.0830853994490358	0.362038567493113	0.362148760330578	0.0788062442607897	0.363911845730028	0	0.137263544536272	0.13959595959596	0.362809917355372	0.370009182736455	0.143617998163453	0.229366391184573	0.239026629935721	0.372323232323232	0.202460973370064	0.121450872359963	0.137796143250689	0.0819651056014692	0.0550780532598714	0.0793021120293848	0.258640955004592	0.123691460055096	0.372451790633609	0.375206611570248	0.0889807162534435	0.0880257116620753	0.232745638200184	0.0654178145087236	0.364995408631772	0.377190082644628	0.193498622589532	0.369182736455464	0.142718089990817	0.368576675849403	0.373902662993572	0.343140495867769	0.373278236914601	0.36157943067034	0.369348025711662	0.125215794306703	0.37030303030303	0.373902662993572	0.071643709825528	0.374049586776859	0.257557392102847	0.161046831955923	0.131019283746556	0.0962534435261708	0.369972451790634	0.33702479338843	0.183838383838384	0.347382920110193	0.372598714416896	0.361818181818182	0.341083562901745	0.378659320477502	0.368393021120294	0.212653810835629	0.356455463728191	0.540055096418733	0.37564738292011	0.188337924701561	0.0737924701561065	0.340697887970615	0.0724517906336088	0.222809917355372	0.108631772268136	0.104095500459137	0.208778696051423	0.102130394857668	0.254343434343434	0.147640036730946	0.244499540863177	0.134416896235078	0.170321395775941	0.16415059687787	0.195996326905418	0.0919742883379247	0.0602020202020202	0.19959595959596	0.129733700642792	0.175335169880624	0.182167125803489	0.0986960514233242	0.204407713498623	0.220624426078972	0.119320477502296	0.18633608815427	0.0764370982552801	0.12257116620753	0.148852157943067	0.0854361799816346	0.153829201101928	0.230413223140496	0.220348943985308	0.0903397612488522	0.200110192837466	0.124370982552801	0.131717171717172	0.197318640955005	0.110247933884298	0.112488521579431	0.17623507805326	0.0551147842056933	0.0707805325987144	0.111000918273646	0.173186409550046	0.0791000918273646	0.211808999081726	0.0539944903581267	0.0666850321395776	0.151735537190083	0.18811753902663	0.263415977961432	0.155096418732782	0.18178145087236	0.0575573921028466	0.0525068870523416	0.136657483930211	0.190082644628099
GA27	0.168264462809917	0.183783287419651	0.233774104683196	0.234141414141414	0.0826629935720845	0.234802571166208	0.137263544536272	0	0.059504132231405	0.234876033057851	0.236400367309458	0.0391184573002755	0.0990633608815426	0.105381083562902	0.238292011019284	0.070633608815427	0.0419467401285583	0.101726354453627	0.178273645546373	0.113314967860422	0.128356290174472	0.12771349862259	0.0469054178145087	0.238585858585859	0.240642791551882	0.187089072543618	0.0624058769513315	0.16277318640955	0.0898989898989899	0.233186409550046	0.242460973370064	0.0674931129476584	0.2366391184573	0.0403305785123967	0.235169880624426	0.239540863177227	0.21603305785124	0.238714416896235	0.233553719008264	0.236492194674013	0.0392102846648301	0.237208448117539	0.239724517906336	0.164517906336088	0.239742883379247	0.12534435261708	0.0546189164370983	0.232213039485767	0.194986225895317	0.236951331496786	0.207364554637282	0.285454545454545	0.216859504132231	0.238971533516988	0.230358126721763	0.213645546372819	0.243930211202938	0.234839302112029	0.0800918273645546	0.228686868686869	0.538089990817264	0.241065197428834	0.0573921028466483	0.168448117539027	0.213223140495868	0.0817079889807163	0.089366391184573	0.0612304866850322	0.204297520661157	0.076455463728191	0.0552800734618916	0.121542699724518	0.0365656565656566	0.110945821854913	0.0355371900826446	0.0445362718089991	0.0384389348025712	0.0671258034894399	0.061267217630854	0.138273645546373	0.0674012855831037	0.230394857667585	0.27682277318641	0.283489439853076	0.0661340679522498	0.305656565656566	0.0900642791551882	0.0380899908172635	0.0586960514233242	0.0753719008264463	0.0366207529843893	0.0399449035812672	0.0765840220385675	0.154214876033058	0.0998714416896235	0.0882460973370064	0.0611202938475666	0.0685583103764923	0.075941230486685	0.0318273645546373	0.0652892561983471	0.210156106519743	0.212194674012856	0.277483930211203	0.120734618916437	0.085564738292011	0.0438383838383838	0.0454361799816345	0.0737006427915519	0.0776859504132231	0.106721763085399	0.0919559228650138	0.0341230486685032	0.06178145087236	0.128741965105601	0.256161616161616	0.050394857667585	0.138328741965106	0.121230486685032	0.0353535353535354	0.0603673094582186
GA28	0.169862258953168	0.185087235996327	0.274765840220386	0.274104683195592	0.0904499540863177	0.27544536271809	0.13959595959596	0.059504132231405	0	0.275482093663912	0.276969696969697	0.0686501377410468	0.138953168044077	0.146244260789715	0.279761248852158	0.110853994490358	0.0696418732782369	0.103709825528007	0.179779614325069	0.114729109274564	0.13030303030303	0.169256198347107	0.0617998163452709	0.279651056014692	0.281340679522498	0.188282828282828	0.0711845730027548	0.169017447199265	0.0932231404958678	0.274600550964187	0.283911845730028	0.10613406795225	0.27761248852158	0.0610651974288338	0.275977961432507	0.280973370064279	0.256290174471993	0.279816345270891	0.275224977043159	0.277887970615244	0.0699173553719008	0.278255280073462	0.280752984389348	0.165601469237833	0.280918273645547	0.16653810835629	0.0904866850321396	0.233425160697888	0.196382001836547	0.278255280073462	0.248466483011938	0.28653810835629	0.257245179063361	0.279816345270891	0.271423324150597	0.254710743801653	0.285105601469238	0.275904499540863	0.119724517906336	0.270174471992654	0.539283746556474	0.282240587695133	0.0960881542699725	0.170137741046832	0.2544536271809	0.0878053259871442	0.130211202938476	0.0734435261707989	0.205362718089991	0.117465564738292	0.073406795224977	0.162075298438935	0.0681910009182736	0.15129476584022	0.0643709825528007	0.0811937557392103	0.0753168044077135	0.106960514233241	0.0750229568411387	0.139430670339761	0.108154269972452	0.231588613406795	0.278126721763085	0.28475665748393	0.0733700642791552	0.306887052341598	0.130560146923783	0.058732782369146	0.0953719008264463	0.080257116620753	0.0629384756657484	0.0745087235996327	0.0835996326905418	0.155775941230487	0.139026629935721	0.128227731864096	0.0721212121212121	0.107621671258035	0.0841689623507806	0.0615794306703398	0.104646464646465	0.211404958677686	0.213535353535354	0.278677685950413	0.122901744719927	0.0896969696969697	0.0643893480257117	0.0829752066115702	0.0822405876951332	0.118604224058769	0.10910927456382	0.0969329660238751	0.0690174471992654	0.100642791551882	0.169843893480257	0.257373737373737	0.0891460055096419	0.139687786960514	0.123287419651056	0.0653810835629018	0.0994123048668503
GA29	0.399265381083563	0.414178145087236	0.0414692378328742	0.059247015610652	0.312323232323232	0.0363085399449036	0.362809917355372	0.234876033057851	0.275482093663912	0	0.035959595959596	0.251184573002755	0.147070707070707	0.146189164370983	0.0438200183654729	0.179779614325069	0.261707988980716	0.325821854912764	0.410266299357209	0.333645546372819	0.348576675849403	0.124609733700643	0.253296602387511	0.0284297520661157	0.0419651056014692	0.419044995408632	0.285032139577594	0.285179063360882	0.32020202020202	0.0332966023875115	0.0378879706152433	0.183599632690542	0.0326354453627181	0.241891643709826	0.0605509641873278	0.0435812672176309	0.0598530762167126	0.0425895316804408	0.0387144168962351	0.0307438016528926	0.255996326905418	0.0323048668503214	0.0588246097337007	0.396014692378328	0.0353719008264463	0.122240587695133	0.228044077134986	0.464462809917355	0.4267217630854	0.0339577594123049	0.0566023875114784	0.517337006427916	0.0887419651056015	0.0372451790633609	0.0410651974288338	0.052653810835629	0.0350413223140496	0.0417079889807162	0.177079889807162	0.0660238751147842	0.523011937557392	0.0406611570247934	0.208154269972452	0.399779614325069	0.0525803489439853	0.311955922865014	0.168668503213958	0.287584940312213	0.436400367309458	0.174435261707989	0.28198347107438	0.13386593204775	0.236877869605142	0.145674931129477	0.251147842056933	0.207933884297521	0.219761248852158	0.183379247015611	0.289935720844812	0.369054178145087	0.18198347107438	0.462626262626263	0.508668503213958	0.515684113865932	0.286115702479339	0.537777777777778	0.158714416896235	0.251276400367309	0.215702479338843	0.303856749311295	0.257153351698806	0.227878787878788	0.296088154269972	0.384077134986226	0.152157943067034	0.16455463728191	0.289054178145087	0.195224977043159	0.299357208448117	0.246997245179063	0.186170798898072	0.44238751147842	0.444224058769513	0.50951331496786	0.34989898989899	0.311625344352617	0.268062442607897	0.206629935720845	0.300165289256198	0.17862258953168	0.335463728191001	0.323636363636364	0.22931129476584	0.191790633608815	0.143617998163453	0.488374655647383	0.205325987144169	0.369182736455464	0.349292929292929	0.244738292011019	0.185803489439853
