	GA17	GA18	GA20	GA29	GA33	GA40	GA47	GA64	GA65	GA67	GA77	GA79	GA83	GA86	GA87	GA90	GA92	GA96	GB101	GB102	GB105	GB108	GB110	GB111	GB118	GB119	GB120	GB123	GB124	GB128	GB130	GB132	GB136	GB141	GB148	GB151	GB154	GB155	GB158	GB161	GB163	GB164	GB165	GB168	GB169	GB171	GB172	GB174	GB175	GB176	GB178	GB183	GB185	GB189	GB191	GCDF193	GCDF194	GCDF197	GCDF200	GCDF202	GCDF204	GCDF206	GCDF214	GCDF215	GCDF221	GCDF223	GCDF287	GCDF288
GA17	0	0.0337190082644628	0.0292745638200184	0.0449403122130395	0.0385307621671258	0.0352249770431589	0.17208448117539	0.246960514233242	0.0445730027548209	0.0348209366391185	0.0366942148760331	0.0435629017447199	0.0381634527089073	0.0351331496786042	0.0337006427915519	0.261946740128558	0.0614876033057851	0.0396694214876033	0.0233976124885216	0.0354820936639118	0.364848484848485	0.46078971533517	0.793498622589532	0.26653810835629	0.0381267217630854	0.0438383838383838	0.189807162534435	0.46653810835629	0.438824609733701	0.0365105601469238	0.112066115702479	0.198108356290175	0.096730945821855	0.18415059687787	0.30119375573921	0.0341965105601469	0.27168044077135	0.0417079889807162	0.242497704315886	0.138365472910927	0.578383838383838	0.0838383838383839	0.0411570247933884	0.158365472910927	0.0361799816345271	0.377887970615243	0.336124885215794	0.288227731864095	0.0360881542699724	0.305840220385675	0.0450321395775941	0.299724517906336	0.434986225895317	0.0332598714416896	0.18791551882461	0.181965105601469	0.0504866850321396	0.517594123048669	0.222589531680441	0.0360146923783287	0.860661157024793	0.193902662993572	0.867254361799817	0.0446831955922865	0.263948576675849	0.273168044077135	0.205601469237833	0.21702479338843
GA18	0.0337190082644628	0	0.0383103764921947	0.0610651974288338	0.0510743801652893	0.0420752984389348	0.170137741046832	0.246960514233242	0.0581083562901745	0.0424058769513315	0.0491276400367309	0.0539026629935721	0.0484113865932048	0.0357943067033976	0.0416712580348944	0.261910009182737	0.0700642791551882	0.0481726354453627	0.0330394857667585	0.045564738292011	0.364848484848485	0.46078971533517	0.793498622589532	0.26653810835629	0.0478604224058769	0.0494398530762167	0.189752066115702	0.46653810835629	0.438824609733701	0.0476767676767677	0.111643709825528	0.198108356290175	0.0982736455463729	0.184628099173554	0.30119375573921	0.0433425160697888	0.27168044077135	0.0462258953168044	0.242497704315886	0.135684113865932	0.578383838383838	0.0830119375573921	0.0492378328741965	0.158292011019284	0.0441873278236915	0.377887970615243	0.336124885215794	0.288227731864095	0.0437465564738292	0.305840220385675	0.0576675849403122	0.299724517906336	0.434986225895317	0.0402754820936639	0.187933884297521	0.181561065197429	0.0534802571166207	0.51880624426079	0.222626262626263	0.0464462809917355	0.860661157024793	0.193884297520661	0.867254361799817	0.0530945821854913	0.263985307621671	0.273168044077135	0.205472910927456	0.21702479338843
GA20	0.0292745638200184	0.0383103764921947	0	0.0365840220385675	0.0320293847566575	0.028852157943067	0.171202938475666	0.246978879706152	0.0315151515151515	0.0281359044995409	0.0270523415977961	0.0331864095500459	0.02633608815427	0.0378328741965106	0.0273829201101928	0.262148760330579	0.0595408631772268	0.0285583103764922	0.0233608815426997	0.0243709825528007	0.364848484848485	0.46078971533517	0.793498622589532	0.26653810835629	0.0261340679522498	0.0393939393939394	0.190027548209366	0.46653810835629	0.438824609733701	0.0258953168044077	0.113443526170799	0.198108356290175	0.0966942148760331	0.188613406795225	0.30119375573921	0.0248852157943067	0.27168044077135	0.0404407713498623	0.242534435261708	0.138585858585859	0.578383838383838	0.0842240587695133	0.0285399449035813	0.158328741965106	0.0271625344352617	0.377887970615243	0.336124885215794	0.288227731864095	0.0406060606060606	0.305840220385675	0.0339577594123049	0.299724517906336	0.434986225895317	0.0259504132231405	0.187988980716254	0.181891643709826	0.0549678604224059	0.52534435261708	0.222534435261708	0.0276216712580349	0.860661157024793	0.194012855831038	0.867254361799817	0.045564738292011	0.264205693296602	0.273168044077135	0.2055463728191	0.217098255280074
GA29	0.0449403122130395	0.0610651974288338	0.0365840220385675	0	0.034178145087236	0.0435629017447199	0.1778145087236	0.247952249770432	0.0280624426078971	0.0447199265381084	0.0356290174471993	0.0385491276400367	0.032157943067034	0.0619834710743802	0.0445913682277319	0.262442607897153	0.0613774104683196	0.0461524334251607	0.0404775022956841	0.0324517906336088	0.364848484848485	0.46078971533517	0.793498622589532	0.267070707070707	0.0347107438016529	0.0580899908172636	0.193370064279155	0.46653810835629	0.438824609733701	0.0361065197428834	0.124940312213039	0.198365472910928	0.0998898071625345	0.187750229568411	0.30119375573921	0.0375573921028466	0.271698806244261	0.0573737373737374	0.24257116620753	0.155812672176309	0.578383838383838	0.0895500459136823	0.0354820936639119	0.162332415059688	0.0432323232323232	0.377887970615243	0.336124885215794	0.289862258953168	0.0547291092745638	0.307015610651974	0.0366758494031221	0.299724517906336	0.434986225895317	0.0458402203856749	0.190945821854913	0.184334251606979	0.0677134986225895	0.522056932966024	0.22495867768595	0.0403856749311295	0.860661157024793	0.1966391184573	0.867254361799817	0.0523048668503214	0.264040404040404	0.273406795224977	0.209843893480257	0.21801652892562
GA33	0.0385307621671258	0.0510743801652893	0.0320293847566575	0.034178145087236	0	0.0307070707070707	0.172525252525253	0.247438016528926	0.0258402203856749	0.0310009182736456	0.0287970615243342	0.0322497704315886	0.0279155188246097	0.0463544536271809	0.0318640955004592	0.263838383838384	0.0666850321395776	0.0331496786042241	0.0360146923783287	0.0246280991735537	0.364848484848485	0.46078971533517	0.793498622589532	0.266629935720845	0.026317722681359	0.0451790633608815	0.19048668503214	0.46653810835629	0.438824609733701	0.0259871441689624	0.117520661157025	0.198457300275482	0.100293847566575	0.196712580348944	0.30119375573921	0.0284113865932048	0.27168044077135	0.0509641873278237	0.242828282828283	0.142956841138659	0.578494031221304	0.0874747474747475	0.0298255280073462	0.158861340679522	0.033921028466483	0.377906336088154	0.336290174471993	0.288356290174472	0.0528741965105602	0.30595041322314	0.0308539944903581	0.300808080808081	0.434986225895317	0.0325987144168962	0.188668503213958	0.182460973370064	0.0666483011937557	0.531515151515151	0.222846648301194	0.027089072543618	0.86099173553719	0.194361799816345	0.867291092745639	0.0537741046831956	0.266427915518825	0.273168044077135	0.20613406795225	0.219265381083563
GA40	0.0352249770431589	0.0420752984389348	0.028852157943067	0.0435629017447199	0.0307070707070707	0	0.171955922865014	0.248154269972452	0.0292561983471075	0.0208999081726354	0.0282093663911846	0.0282644628099173	0.0240955004591368	0.0342332415059688	0.0228466483011938	0.265564738292011	0.0694398530762167	0.026574839302112	0.0321212121212121	0.0245179063360882	0.364848484848485	0.46078971533517	0.793498622589532	0.266776859504132	0.0232506887052342	0.037722681359045	0.190064279155188	0.46653810835629	0.438989898989899	0.0222038567493113	0.116767676767677	0.198861340679523	0.101157024793388	0.199118457300276	0.30119375573921	0.0219467401285583	0.27168044077135	0.0463911845730027	0.24317722681359	0.139853076216713	0.578787878787879	0.0912396694214876	0.0270156106519743	0.158255280073462	0.0303213957759412	0.377998163452709	0.336510560146924	0.288448117539027	0.0514416896235078	0.30653810835629	0.0293112947658402	0.301946740128558	0.434986225895317	0.0246831955922865	0.188191000918274	0.183617998163453	0.0660422405876951	0.535592286501377	0.222809917355372	0.0220385674931129	0.861414141414141	0.194049586776859	0.867346189164371	0.054178145087236	0.268080808080808	0.273278236914601	0.20613406795225	0.221010101010101
GA47	0.17208448117539	0.170137741046832	0.171202938475666	0.1778145087236	0.172525252525253	0.171955922865014	0	0.0855280073461892	0.173186409550046	0.171717171717172	0.170596877869605	0.171386593204775	0.171717171717172	0.171202938475666	0.171515151515152	0.103489439853076	0.159577594123049	0.169605142332415	0.17147842056933	0.170927456382002	0.196896235078053	0.292635445362718	0.62534435261708	0.101854912764004	0.172378328741965	0.171790633608815	0.0357759412304867	0.298383838383838	0.27168044077135	0.171919191919192	0.0653810835629017	0.0416345270890726	0.0856198347107438	0.0438567493112948	0.133608815426997	0.171368227731864	0.104168962350781	0.145234159779614	0.0792837465564738	0.0456749311294766	0.412433425160698	0.16078971533517	0.171588613406795	0.036969696969697	0.166776859504132	0.210927456382002	0.170358126721763	0.126262626262626	0.151827364554637	0.143048668503214	0.173829201101928	0.137594123048669	0.266831955922865	0.168393021120294	0.0363085399449036	0.0353902662993572	0.168466483011938	0.543250688705234	0.0621120293847567	0.17208448117539	0.695867768595041	0.0385858585858586	0.69981634527089	0.153278236914601	0.105325987144169	0.106795224977043	0.0486685032139578	0.0608999081726355
GA64	0.246960514233242	0.246960514233242	0.246978879706152	0.247952249770432	0.247438016528926	0.248154269972452	0.0855280073461892	0	0.248135904499541	0.249384756657484	0.24494031221304	0.250927456382002	0.247658402203857	0.247291092745638	0.24872359963269	0.0600550964187328	0.228650137741047	0.247860422405877	0.246960514233242	0.247309458218549	0.158971533516988	0.244407713498623	0.577116620752984	0.0588246097337006	0.247640036730946	0.248815426997245	0.0657483930211203	0.250156106519743	0.222516069788797	0.248980716253444	0.136969696969697	0.0604775022956841	0.152378328741965	0.0670523415977961	0.086574839302112	0.24732782369146	0.0638567493112948	0.220146923783287	0.0562350780532599	0.112966023875115	0.362295684113866	0.230468319559229	0.248172635445363	0.0974104683195592	0.242258953168044	0.161524334251607	0.131239669421488	0.115298438934803	0.226813590449954	0.121910009182737	0.252341597796143	0.0894582185491277	0.218842975206612	0.244793388429752	0.067842056932966	0.0718824609733701	0.242203856749311	0.542332415059688	0.0590082644628099	0.249733700642791	0.64494031221304	0.0621854912764004	0.65089072543618	0.225583103764922	0.0581267217630854	0.0789715335169881	0.0498989898989899	0.0440771349862259
GA65	0.0445730027548209	0.0581083562901745	0.0315151515151515	0.0280624426078971	0.0258402203856749	0.0292561983471075	0.173186409550046	0.248135904499541	0	0.0281726354453627	0.0248852157943067	0.0229935720844812	0.0200918273645546	0.0525068870523416	0.0293296602387511	0.265454545454545	0.0686685032139578	0.0288337924701561	0.0399632690541781	0.0210468319559229	0.364848484848485	0.46078971533517	0.793498622589532	0.266905417814509	0.0217079889807163	0.0435629017447199	0.190468319559229	0.46653810835629	0.438953168044077	0.0217263544536272	0.120495867768595	0.198971533516988	0.101818181818182	0.199467401285583	0.30119375573921	0.0247382920110193	0.27168044077135	0.0524150596877869	0.243195592286501	0.144646464646465	0.578696051423324	0.0926721763085399	0.0206978879706152	0.159063360881543	0.0333149678604224	0.377998163452709	0.33643709825528	0.288264462809917	0.0564370982552801	0.306427915518825	0.0225895316804408	0.301910009182736	0.434986225895317	0.0331496786042241	0.189017447199265	0.184022038567493	0.071386593204775	0.53662075298439	0.22297520661157	0.0238934802571166	0.861248852157943	0.194747474747475	0.867419651056015	0.0567309458218549	0.268411386593205	0.273186409550046	0.206574839302112	0.221303948576676
GA67	0.0348209366391185	0.0424058769513315	0.0281359044995409	0.0447199265381084	0.0310009182736456	0.0208999081726354	0.171717171717172	0.249384756657484	0.0281726354453627	0	0.028099173553719	0.0243709825528007	0.0229752066115703	0.0338475665748393	0.0188613406795225	0.267272727272727	0.0708907254361799	0.0236730945821855	0.0330027548209366	0.0249403122130395	0.364848484848485	0.46078971533517	0.793498622589532	0.267474747474747	0.0241689623507805	0.0351515151515151	0.190137741046832	0.46653810835629	0.439247015610652	0.0200550964187328	0.117943067033976	0.199853076216713	0.103269054178145	0.201689623507805	0.30119375573921	0.023287419651056	0.27168044077135	0.0456565656565656	0.24415059687787	0.139724517906336	0.579449035812672	0.093425160697888	0.0255831037649219	0.158402203856749	0.0304132231404959	0.378328741965106	0.337134986225895	0.288227731864095	0.0527456382001837	0.306997245179063	0.0269972451790634	0.303526170798898	0.434986225895317	0.0214692378328742	0.187933884297521	0.185087235996327	0.0671441689623508	0.538861340679523	0.223103764921947	0.0195408631772268	0.862460973370064	0.194343434343434	0.867548209366391	0.0570247933884298	0.270431588613407	0.273223140495868	0.206850321395776	0.223471074380165
