	GA1	GA15	GA22	GA24	GA30	GA34	GA36	GA38	GA44	GA46	GA5	GA50	GA57	GA6	GA66	GA68	GA69	GA7	GA70	GA73	GA75	GA76	GA80	GB104	GB114	GB117	GB127	GB129	GB131	GB133	GB134	GB135	GB140	GB142	GB147	GB149	GB153	GB157	GB180	GB181	GB182	GB99	GCDF199	GCDF203	GCDF208	GCDF210	GCDF213	GCDF217	GCDF222	GCDF225	GCDF229	GCDF232	GCDF235	GCDF236	GCDF238	GCDF239	GCDF240	GCDF241	GCDF243	GCDF245	GCDF248	GCDF249	GCDF251	GCDF262	GCDF263	GCDF265	GCDF266	GCDF269	GCDF272	GCDF274	GCDF277	GCDF280	GCDF285
GA5	0.00668774834819928	0.0306367885904631	0.0736334096602719	0.015206987518027	0.0612064234611362	0.0288958193056963	0.049632180068228	0.123065466305824	0.0436071718694887	0.0371898064258123	0	0.0563669099350168	0.0356120486753155	0.0251592603004114	0.0533174163464344	0.0579219895857151	0.143602230934182	0.00666594527299619	0.0546652778155274	0.156345352379963	0.0315566911277446	0.0268430531194264	0.0476663052057377	0.014283402725899	0.114041831381995	0.0296766364928147	0.00745972327525243	0.0104350133897977	0.0300087786157324	0.0323550501236259	0.0543296169677768	0.042286009499521	0.0131165060588638	0.0272389581953787	0.0144440897345317	0.00748789417345754	0.0255586810955646	0.0294033057347994	0.0389455179260536	0.0445032083062512	0.00944869672983057	0.0427767706075401	0.0204233528006671	0.00796890277662456	0.0438751997896517	0.0499681383935791	0.00702907265201587	0.0300504234290183	0.00862946648931488	0.0373797005964349	0.0482599105159141	0.0671320132384397	0.0350716391089137	0.0130231372090151	0.0134073379367232	0.0264784598233874	0.0270362744164286	0.0428080657553492	0.0266624925037225	0.0472096175595064	0.0458373093620093	0.0570606975769154	0.0378363665494353	0.0104560922145446	0.0085485607498523	0.0263505818138859	0.0180025403999319	0.0419861055496666	0.03252002966562	0.0224822682253264	0.0529837978232389	0.0209413138194706	0.0501066286756535
GA50	0.0586839328059042	0.0272382752160833	0.0192662415781406	0.0699909578519638	0.0241179089203025	0.0325369542050693	0.0130121953046947	0.0673145630368681	0.0982971551141354	0.0254659467856541	0.0563669099350168	0	0.0286839786785269	0.0354252072672049	0.0194931835067844	0.0108588521481689	0.0878624265844172	0.0557953250980136	0.00869650024473267	0.100569221557993	0.0299843523764249	0.0816737043135094	0.0295868962815013	0.0689637638402708	0.0582808122941942	0.0303423293781551	0.0612280205494226	0.064784096121186	0.084701012556601	0.0871614467616033	0.0187399626681299	0.0970889374312728	0.0675981068851972	0.0331959404013675	0.0446901388955538	0.0534950647164475	0.0320794268821677	0.0330826292717547	0.0937061956284022	0.0139376253708068	0.0546902331401302	0.0208361407629017	0.0751493160396513	0.0525146990713447	0.0171056284588018	0.012478162466332	0.0588628712552364	0.0847385311217019	0.0513279654010378	0.0920931975347827	0.102923380305069	0.121934980229296	0.0898247148954507	0.0677793942241356	0.0457312917769557	0.0477902617568922	0.0340456190434369	0.0975862680511041	0.0352285977716398	0.101943647244362	0.100637461275163	0.111809403682598	0.0925422842153395	0.0492363350861	0.0517096496892698	0.0340555550605811	0.0726435604044283	0.0966581715026287	0.0872011375096109	0.0773553645821533	0.107728449082134	0.0389961369636685	0.104917226114658
GA57	0.0377367780628529	0.0184658519980131	0.0459984624852436	0.0479291051513318	0.0323601128589926	0.00995499424452922	0.0230487070958873	0.0955771959640763	0.0789210961172075	0.00845006380390113	0.0356120486753155	0.0286839786785269	0	0.0121855992045385	0.0213087939920675	0.0305008865102674	0.116127622398463	0.0349617137790027	0.0257799386075049	0.128904028221814	0.00858702655938087	0.0616892535954413	0.0292401247366209	0.0493033140370942	0.0866282358765602	0.023614998031972	0.0413338955717556	0.0452538537745825	0.0655179505020079	0.0669588857904227	0.0284858064519034	0.0772385133637322	0.0482569025885878	0.0274721009826118	0.0224737998973014	0.0323917432358921	0.0170089630786367	0.0100566253355337	0.0740351805256473	0.0181356741378855	0.037707522661999	0.0110411960943226	0.0558664353206904	0.0315963644063985	0.0143076853610274	0.0230945345258924	0.0384979350210139	0.0641975894269317	0.0301045236093077	0.0726172554523054	0.083585437387228	0.101598434601769	0.0694932956060376	0.0482790464290766	0.0236640058062745	0.0234771113080735	0.0111116237886664	0.0751091308440223	0.012497697782825	0.0802123546600342	0.0804443479788424	0.0897430287617626	0.0704809245512341	0.0277220264942658	0.0305518036181427	0.0117227955853021	0.051690612176452	0.07709657984099	0.0675802963851678	0.0565250292044095	0.0883735270060674	0.0163245443583965	0.0839327645271715
GA6	0.0274919303406895	0.0147783798871167	0.0528283173387701	0.0392031987207104	0.040094602702543	0.00801728279306318	0.028819705557191	0.102355573213462	0.0683604003579328	0.0136667491334274	0.0251592603004114	0.0354252072672049	0.0121855992045385	0	0.0292668199129026	0.0370995036204054	0.122913480933869	0.0245208939575035	0.0330538395039662	0.135673549741206	0.0100453983001044	0.0513909275483603	0.0287098813463341	0.0388183893278392	0.0934062942561477	0.0167244027340502	0.0307474196324068	0.0346567821171549	0.0549544708031898	0.0568728736893396	0.0341426869760258	0.0668975890736387	0.0376555989261227	0.0200152841180262	0.0127396398445008	0.0218850870550883	0.0115187280726704	0.00902836019469594	0.0635949584721315	0.0237404784432264	0.0271952429344181	0.0185364705923183	0.0453083333982663	0.0212801423845719	0.0204926061989608	0.0293298041015261	0.0280366357453544	0.0543456849350472	0.0197411069735847	0.0621132761842073	0.0730726360672652	0.0915426286031501	0.0594846112935832	0.0377423808806472	0.0137332961106711	0.0177505279637196	0.00779874093896437	0.0668205788189715	0.00861977906239153	0.0713385259262239	0.0703236550243214	0.0811412552691469	0.0619205752707491	0.0177816181535353	0.0199956925905714	0.00801717649293932	0.0420685522258282	0.0666163248395679	0.0571578870329893	0.0467649004186946	0.0778369172052904	0.00885671965667338	0.0744289414148138
GA66	0.0559628127011085	0.0356456847541561	0.0306135173322576	0.0682906725942486	0.0368604403026778	0.0255761146451337	0.0254036477776338	0.0777268891758991	0.0962905473630838	0.0165304056077142	0.0533174163464344	0.0194931835067844	0.0213087939920675	0.0292668199129026	0	0.0235703169283542	0.0982510425677203	0.0527088720765379	0.0169767289977483	0.110899858703517	0.0225400408504136	0.0798205287017004	0.0432516649704088	0.0668705448959813	0.0686135378976663	0.041973121671213	0.0585063486312977	0.0622857000039081	0.0825349325031945	0.0853850803893022	0.0317377274046944	0.0952421174657465	0.0651479444720528	0.0442692594169968	0.0395997269549454	0.0499500492869905	0.0346324007083295	0.0262840008833493	0.0918886331897793	0.0251607570910093	0.0548982399355884	0.0115248470377845	0.0730325161206602	0.0487866075803535	0.0152305329472504	0.0257571404893892	0.0560213846314435	0.0830844973373895	0.047398646333904	0.0901229566696918	0.100965323095972	0.120214664499567	0.0880956576027051	0.0655404325537007	0.0407544366940103	0.0430158839532823	0.0275007046364022	0.0958996641665998	0.0286656554713093	0.100380664973548	0.0987704174235614	0.110168343315823	0.0909044098372411	0.0449906436143198	0.047674921990344	0.0273516254447814	0.0709079593946837	0.0947611070793084	0.085381795661618	0.0756145255132155	0.105623405088078	0.0328722926929142	0.103229790850721
GA68	0.0601330664422777	0.0277572795842784	0.016690699590577	0.07007884467491	0.0226990144060116	0.0341735680145447	0.0106163413012212	0.0655851058210387	0.0967311832037839	0.0270359574469051	0.0579219895857151	0.0108588521481689	0.0305008865102674	0.0370995036204054	0.0235703169283542	0	0.0860966945988963	0.0573946348946504	0.0128973556489618	0.0987950046405648	0.0316334383919685	0.0807898262835512	0.0231170214599732	0.0695608160787761	0.0565243276645138	0.029272916378698	0.0624968253000818	0.0657959794907859	0.0835603627592626	0.085907681798092	0.0121519083975617	0.0956740259672656	0.0683162782830421	0.0318570601556337	0.0462730082899633	0.055091226642782	0.0336941428520162	0.0347335722598464	0.0922674287599747	0.0145354761431615	0.0555973511678402	0.0230428241945878	0.0750039611952473	0.0541357253160742	0.0195077373787309	0.0103056061239161	0.0602953430980143	0.0837047481627175	0.0528949948799129	0.0906960673705496	0.10146023551322	0.120494615851027	0.0885774376566964	0.0685350960026486	0.0472916499006026	0.0495931619420798	0.0356521927610491	0.0961344252632122	0.0368065936208674	0.100640520980262	0.099162201839264	0.110491001621039	0.0913923506935437	0.0508533415732661	0.0532642287964171	0.0356458453367455	0.0729067260117242	0.095209837561906	0.0860581031501895	0.0770060632264975	0.106121529683922	0.0405741885605485	0.103459931759521
GA69	0.145907355303114	0.113440095475226	0.0704623402444401	0.155908679721331	0.103170909815364	0.119860434998768	0.0944919986556275	0.0208910268112885	0.180470823188021	0.111936702722251	0.143602230934182	0.0878624265844172	0.116127622398463	0.122913480933869	0.0982510425677203	0.0860966945988963	0	0.14311873551571	0.0904072258207533	0.0132927870709505	0.117188325584537	0.166411213953086	0.0970378685178179	0.155261638188603	0.0298268236784321	0.1147825466563	0.148074634598963	0.15127750132421	0.168675279376483	0.1711301975178	0.0899029702249199	0.180299964366537	0.153758460524106	0.116851542408418	0.13182762189947	0.140755359045785	0.119408840407627	0.120510658230444	0.176690048039562	0.0997956839926315	0.141163333272091	0.107313424123056	0.160567088259591	0.139709639880392	0.103307079636689	0.0942683211631245	0.146015769905514	0.169134755929311	0.138508075942295	0.175222083926201	0.184531880298046	0.201055942460744	0.173486413829254	0.154154299937113	0.132841168328969	0.135410573371131	0.121432976891296	0.180392652298465	0.122440635330147	0.184089810709761	0.182761596760364	0.192656495956459	0.176142837062027	0.136469110018677	0.138827156087365	0.121316529509395	0.15873506048111	0.179264790030441	0.171114162814738	0.162792543269167	0.188551485688999	0.126105327422571	0.186567203113527
GA7	0.00818294862924953	0.0301539093782805	0.0730934104684627	0.0167227983803987	0.0606594487949453	0.0281884834226785	0.0490950817110563	0.122551642358303	0.0450461055481374	0.0366104332485584	0.00666594527299619	0.0557953250980136	0.0349617137790027	0.0245208939575035	0.0527088720765379	0.0573946348946504	0.14311873551571	0	0.0541246980052404	0.155845871025866	0.0309114935948993	0.0283373836616073	0.0471466918936884	0.015678063293712	0.113555944703444	0.0291670675793983	0.0086979782561574	0.0120562559776855	0.0315144077658352	0.0338626918806271	0.053806785080168	0.0437305230797842	0.0145959424306497	0.0268006724296044	0.014060945571118	0.00761849365803893	0.0250258100303737	0.0287837083404413	0.0404409232427074	0.043953488910138	0.00964547183383444	0.0421130912133841	0.021904490831675	0.00806593919241086	0.0432746518365663	0.0495457833614012	0.00813391106908746	0.0314315475542286	0.0090704086340136	0.0388319343704768	0.0497062577292173	0.0686597075651992	0.0365149217159158	0.0144234724787318	0.0127778827363268	0.0256138119395032	0.0264231166143836	0.0441795036460113	0.02601684741864	0.0486177597006764	0.0472710787158723	0.0581016026512541	0.0391302643757727	0.00974950651671135	0.00854201406602644	0.0257456628135358	0.0192111042643323	0.0434342496322863	0.0339752086297129	0.0239628774273877	0.054422269264857	0.0203190595182035	0.0515388566812482
GA70	0.0569512442958475	0.0261796592650088	0.0218851910151466	0.0684260203305519	0.0249100805382536	0.0303620386661755	0.0135570370375809	0.069853812267985	0.0975364629517902	0.0231776109266311	0.0546652778155274	0.00869650024473267	0.0257799386075049	0.0330538395039662	0.0169767289977483	0.0128973556489618	0.0904072258207533	0.0541246980052404	0	0.103172537579079	0.0276089019302015	0.0805857782111023	0.0311994400402211	0.0679790017881779	0.060896886004643	0.0299083369624133	0.0600035491615835	0.0638483287484357	0.0841017370723715	0.0859732292216234	0.0205285118873974	0.096024005777306	0.0668139885170291	0.0334469560872425	0.04279790363378	0.0516874859429369	0.0301061657755965	0.0307142842899669	0.0927512346945628	0.0133707645052875	0.0536345043266662	0.0185428145294539	0.0744675882160664	0.0508497397255416	0.0152964948469566	0.0135579571090262	0.0573801398653575	0.0835365790008294	0.0495536613343942	0.0913175476169345	0.102248971359898	0.120720708686294	0.0886924278856528	0.0669099072163755	0.0438419006426226	0.0452730443817799	0.031877834707348	0.0961154903275798	0.0332223781469193	0.100523984417169	0.0995502912185409	0.110371420705559	0.0911450399593873	0.0474176316550284	0.0500017570124732	0.0319830344688862	0.0713015725140018	0.095823732289401	0.0863493226393305	0.0760343137263048	0.107034104114229	0.0370913559401577	0.103624389629171
GA73	0.158661573824256	0.126183215792131	0.0831676098433408	0.168685085845716	0.115947317369659	0.132570273346371	0.107212933777559	0.0335318311540918	0.193180664320185	0.124563330351704	0.156345352379963	0.100569221557993	0.128904028221814	0.135673549741206	0.110899858703517	0.0987950046405648	0.0132927870709505	0.155845871025866	0.103172537579079	0	0.129903708594014	0.179143240656516	0.109803183135962	0.167999213091051	0.0424311220683534	0.127570046996227	0.160723450358468	0.163915219933096	0.181313001296737	0.183901057700918	0.102512957547048	0.193065281016658	0.166324065189169	0.129417143762112	0.144470887202205	0.153465198447006	0.132163053510165	0.133281516381586	0.189460911082499	0.112560999965427	0.153862075372176	0.120034358718178	0.173193713480776	0.152392719129119	0.11598363466034	0.106994803279939	0.15872006283866	0.181896041589554	0.151223461736332	0.187947040856487	0.197247703569104	0.213821269496523	0.186258255080743	0.166826338479013	0.145467792195503	0.148158976224938	0.134156308541394	0.193169059626984	0.135183702740404	0.196866217737246	0.195502514791007	0.20543290930565	0.188919249056566	0.149151213692896	0.151494572861026	0.134028924083469	0.171511463595159	0.191957986565551	0.183860332977892	0.175557858715154	0.201235713230239	0.138743046257231	0.1993295277911
